epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,36.3067,0.58786,0.36622,0.77545,0.93211,0.78261,0.8834,0.57035,1.10264,0.84584,0.79798,0.000786824,0.000786824,0.000786824
162,36.5158,0.59462,0.38242,0.76077,0.93211,0.78261,0.8834,0.57035,1.10264,0.84584,0.79798,0.000781323,0.000781323,0.000781323
163,36.8136,0.69162,0.42438,0.78817,0.93211,0.78261,0.8834,0.57035,1.10264,0.84584,0.79798,0.000775822,0.000775822,0.000775822
164,37.0269,0.64135,0.40282,0.76474,0.958,0.7934,0.88765,0.60792,1.02751,0.72396,0.79421,0.000770321,0.000770321,0.000770321
165,37.2305,0.56809,0.36323,0.79619,0.958,0.7934,0.88765,0.60792,1.02751,0.72396,0.79421,0.00076482,0.00076482,0.00076482
166,37.4345,0.54668,0.38444,0.79979,0.958,0.7934,0.88765,0.60792,1.02751,0.72396,0.79421,0.000759318,0.000759318,0.000759318
167,37.6402,0.58759,0.36444,0.77719,0.958,0.7934,0.88765,0.60792,1.02751,0.72396,0.79421,0.000753817,0.000753817,0.000753817
168,37.8578,0.59363,0.37911,0.77788,0.87572,0.85783,0.89075,0.62637,0.94571,0.61938,0.8007,0.000748316,0.000748316,0.000748316
169,38.0636,0.59222,0.36368,0.77439,0.87572,0.85783,0.89075,0.62637,0.94571,0.61938,0.8007,0.000742815,0.000742815,0.000742815
170,38.2734,0.67314,0.37337,0.79635,0.87572,0.85783,0.89075,0.62637,0.94571,0.61938,0.8007,0.000737314,0.000737314,0.000737314
171,38.4828,0.60926,0.37217,0.79669,0.87572,0.85783,0.89075,0.62637,0.94571,0.61938,0.8007,0.000731813,0.000731813,0.000731813
172,38.6974,0.7075,0.37258,0.77513,0.91173,0.80834,0.88883,0.60832,0.96869,0.61651,0.80421,0.000726312,0.000726312,0.000726312
173,38.9044,0.66163,0.4133,0.77729,0.91173,0.80834,0.88883,0.60832,0.96869,0.61651,0.80421,0.000720811,0.000720811,0.000720811
174,39.2057,0.54926,0.35925,0.78453,0.91173,0.80834,0.88883,0.60832,0.96869,0.61651,0.80421,0.00071531,0.00071531,0.00071531
175,39.4156,0.6026,0.35629,0.77861,0.91173,0.80834,0.88883,0.60832,0.96869,0.61651,0.80421,0.000709809,0.000709809,0.000709809
176,39.6316,0.58987,0.36124,0.79515,0.94746,0.76522,0.87822,0.58525,1.0616,0.65416,0.80613,0.000704307,0.000704307,0.000704307
177,39.8388,0.57608,0.38448,0.77712,0.94746,0.76522,0.87822,0.58525,1.0616,0.65416,0.80613,0.000698806,0.000698806,0.000698806
178,40.0466,0.54592,0.36188,0.78103,0.94746,0.76522,0.87822,0.58525,1.0616,0.65416,0.80613,0.000693305,0.000693305,0.000693305
179,40.2521,0.54609,0.36639,0.77179,0.94746,0.76522,0.87822,0.58525,1.0616,0.65416,0.80613,0.000687804,0.000687804,0.000687804
180,40.4668,0.50952,0.36561,0.78254,0.9524,0.78261,0.8834,0.5906,1.05459,0.64714,0.80237,0.000682303,0.000682303,0.000682303
181,40.674,0.57956,0.35672,0.789,0.9524,0.78261,0.8834,0.5906,1.05459,0.64714,0.80237,0.000676802,0.000676802,0.000676802
